"anime_id","name","type","episodes","rating","members"
33377,"Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori","TV",24,6.64,52260
4132,"Wakakusa no Yon Shimai","TV",26,6.64,476
718,"Yume de Aetara (TV)","TV",16,6.64,3821
30056,"Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage","Special",7,6.63,14515
10196,"Baby Princess 3D Paradise 0 [Love]","OVA",1,6.63,17570
32311,"Beautiful World","Music",1,6.62,1215
13253,"Blossom","Movie",1,6.63,2825
2640,"Doraemon: It&#039;s Summer!","Special",1,6.63,487
33222,"Fudanshi Koukou Seikatsu","TV",12,6.63,26360
26053,"Futari wa Precure: Splash☆Star Maji★Doki♥ Theater","Movie",1,6.63,609
6472,"Gakkou no Kowai Uwasa: Hanako-san ga Kita!!","TV",35,6.63,637
2062,"Gall Force 3: Stardust War","OVA",1,6.63,1281
2617,"Ghiblies","Special",2,6.63,3230
23137,"Girls und Panzer Heartful Tank Disc Picture Drama","Special",4,6.63,2296
8839,"Gundam Neo Experience 0087: Green Divers","Movie",1,6.63,1849
2207,"Hamelin no Violin Hiki: The Movie","Movie",1,6.63,1551
25861,"Inugami-san to Nekoyama-san Special","Special",1,6.63,7062
33129,"Joker Game: Kuroneko Yoru no Bouken","Special",2,6.62,8011
6657,"Joshikousei: Girl&#039;s High Specials","Special",3,6.63,2920
6375,"Kagaku Ninja-tai Gatchaman F","TV",48,6.63,810
3273,"Kinnikuman (1984)","Movie",1,6.63,474
6509,"Kiteretsu Daihyakka","TV",331,6.63,1083
7430,"Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko","OVA",1,6.63,1991
10671,"Morita-san wa Mukuchi.","TV",13,6.63,15046
24175,"Nozo x Kimi","OVA",3,6.63,13526
17157,"Nozoki Ana","OVA",1,6.63,21200
612,"PetoPeto-san","TV",13,6.63,3956
2842,"Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!","Special",1,6.63,8541
4962,"Rokumon Tengai Mon Colle Knights","TV",51,6.63,2625
30088,"Ryoutei no Aji","Special",4,6.63,538
8900,"Saru Getchu: On Air 2nd","TV",51,6.63,263
4067,"Shin Megami Tensei Devil Children","TV",50,6.63,1110
1836,"Shuffle! Memories","TV",12,6.63,34109
5583,"Sonic: Night of the WereHog","ONA",1,6.63,3424
1044,"Taiyou no Ouji: Horus no Daibouken","Movie",1,6.63,3717
2560,"Terra e...","Movie",1,6.63,4807
2552,"Tetsuko no Tabi","TV",13,6.63,1292
30250,"Triage X: Recollection XOXO","OVA",1,6.63,8509
12317,"Upotte!!","ONA",10,6.63,43759
1276,"Ys","OVA",7,6.63,4317
55,"Arc the Lad","TV",26,6.62,10392
30953,"Arslan Senki (TV) Specials","Special",8,6.62,5241
4975,"ChäoS;HEAd","TV",12,6.62,174337
5449,"Chibi Kero: Kerobouru no Himitsu!?","Special",1,6.62,625
33145,"Detective Conan: Nazo no Suisei Kaijuu wo Oe!","OVA",1,6.62,976
33069,"Dimension W Special","Special",1,6.62,4593
2485,"Doku Tenshi no Shippo","Special",4,6.62,1184
3842,"Doubutsu Takarajima","Movie",1,6.62,818
5476,"Fushigi na Melmo","TV",26,6.62,440
32561,"Hai to Gensou no Grimgar Special","Special",1,6.62,18358
1235,"I&#039;&#039;s Pure Bonus","Special",5,6.62,4688
257,"Ikkitousen","TV",13,6.62,88969
30030,"Jewelpet Magical Change","TV",39,6.62,1007
9203,"K-On!!: Ura-On!!","Special",9,6.62,23216
11507,"Kami nomi zo Shiru Sekai: Nonstop!! Hunters","Music",1,6.62,6634
1793,"Kaze no Na wa Amnesia","Movie",1,6.62,8230
15279,"Kira Kira 5th Anniversary Live Anime: Kick Start Generation","OVA",1,6.62,1381
799,"Kokoro Toshokan","TV",13,6.62,3748
8560,"Kyou, Koi wo Hajimemasu","OVA",2,6.62,20953
32031,"Leopard Eyes","Music",1,6.62,473
5225,"Lupin III: Pilot Film","Movie",1,6.62,3500
12921,"Morita-san wa Mukuchi. Specials","Special",2,6.62,2769
9789,"Nezumi Monogatari: George to Gerald no Bouken","Movie",1,6.62,483
18857,"Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials","ONA",3,6.62,70559
1141,"Palme no Ki","Movie",1,6.62,3462
9077,"Rokudenashi Blues","Movie",1,6.62,465
4481,"Saiyuuki","Movie",1,6.62,1175
32728,"Sensou no Tsukurikata","ONA",1,6.62,97
4068,"Shin Megami Tensei Devil Children: Light &amp; Dark","TV",52,6.62,800
8139,"Shin Minashigo Hutch","TV",26,6.62,229
425,"Shiritsu Araiso Koutougakkou Seitokai Shikkoubu","OVA",2,6.62,4085
9924,"Shukufuku no Campanella: La Campanella Della Benedizione","OVA",1,6.62,4023
10723,"Sojunghan Nal-ui Kkum","Movie",1,6.62,904
17409,"Sukitte Ii na yo.: Mei and Marshmallow","Special",10,6.62,17684
2626,"The☆Doraemons: Mushimushi Pyonpyon Daisakusen!","Movie",1,6.62,479
2210,"Tooi Sekai","ONA",1,6.62,11347
16347,"Usavich V","TV",13,6.62,985
6226,"Utawarerumono Recaps","Special",2,6.62,2667
312,"Ace wo Nerae!: Final Stage","OVA",12,6.61,714
30795,"Bakuon!!","TV",12,6.61,31295
10055,"Black Jack: Heian Sento","Movie",1,6.61,1087
6579,"Chikyuu Bouei Kazoku Special","Special",1,6.61,215
17277,"Code Geass: Soubou no Oz Picture Drama","OVA",5,6.61,6467
8211,"Dance in the Vampire Bund Recap","Special",1,6.61,9758
28921,"Disney Tsum Tsum","TV",NA,6.61,359
12351,"eX-Driver the Movie Specials","Special",3,6.61,497
7124,"Madou King Granzort: Bouken-hen","OVA",3,6.61,196
20441,"Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki","Movie",1,6.61,260
30384,"Miss Monochrome: The Animation 2","TV",13,6.61,12064
4314,"Nanami-chan 2nd Series","TV",16,6.61,336
9943,"Ore-sama Kingdom","OVA",14,6.61,1846
26359,"Persona 4 the Golden Animation: Thank you Mr. Accomplice","Special",1,6.61,5230
17873,"Pokemon Best Wishes! Season 2: Decolora Adventure","TV",20,6.61,12499
11069,"Pokemon: Pikachu no Fushigi na Fushigi na Daibouken","Special",1,6.61,3088
1964,"Sakura Taisen: Ecole de Paris","OVA",3,6.61,2201
9220,"Seikimatsu Occult Gakuin Specials","Special",4,6.61,7550
18549,"Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party","Special",5,6.61,1993
15095,"Shin Koihime†Musou OVA Omake","Special",1,6.61,1041
15015,"Shin Koihime†Musou: Otome Tairan OVA Omake","Special",1,6.61,1035
1960,"Sore Ike! Anpanman","TV",NA,6.61,940
34009,"To Be Hero","TV",12,6.61,14718
33208,"Utawarerumono: Itsuwari no Kamen Specials","Special",2,6.61,1748
20987,"Yozakura Quartet: Yoza-Quar!","Special",6,6.61,4545
5849,"Zettai Karen Children Recap","Special",1,6.61,1603
20655,"Amnesia OVA","OVA",1,6.6,15956
810,"Android Ana Maico 2010","TV",24,6.6,1896
999,"Blue Seed 2","OVA",3,6.6,3790
9881,"Chou Supercar Gattiger","TV",25,6.6,199
14317,"Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou","Special",1,6.6,5171
15325,"Dakara Boku wa, H ga Dekinai. Recap","Special",1,6.6,11869
7578,"Gokinjo Monogatari the Movie","Movie",1,6.6,1343
9291,"Hello Kitty no Cinderella","Movie",1,6.6,362
23787,"Hi☆sCoool! SeHa Girls","TV",13,6.6,7440
30237,"Hyakka Ryouran: Samurai After Specials","Special",2,6.6,3703
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","ONA",1,6.6,3083
3280,"Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi","Special",1,6.6,406
8140,"Konchuu Monogatari Minashigo Hutch (1989)","TV",55,6.6,438
8304,"Koutetsu Sangokushi Special","Special",1,6.6,614
32481,"Love Live! Kouhaku Special Anime","Special",1,6.59,1291
5165,"Macross 25th Anniversary: All That VF Macross F Version","ONA",1,6.6,2219
8518,"Mai-Otome Special: Otome no Inori","Special",1,6.6,2068
4209,"Mission-E","TV",12,6.6,3931
10808,"Mobile Suit Gundam AGE","TV",49,6.6,18031
6270,"Neko Machi","OVA",1,6.6,716
23427,"Oneechan ga Kita Special","Special",1,6.6,11094
1807,"Prism Ark","TV",12,6.6,16596
10810,"Pucca (2008)","TV",13,6.6,2173
20155,"Ro-Kyu-Bu! SS Recap","Special",1,6.6,2148
9078,"Rokudenashi Blues 1993","Movie",1,6.6,298
1724,"Saint October","TV",26,6.6,3838
17551,"Shakugan no Shana: Shana &amp; Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!","Special",1,6.6,3965
13251,"Shin Hikari Shinwa: Palutena no Kagami","ONA",3,6.6,1763
10109,"Softenni","TV",12,6.6,16068
22785,"Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou","ONA",10,6.6,2291
12439,"Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;","OVA",1,6.6,289
17821,"Stella Jogakuin Koutou-ka C³-bu","TV",13,6.6,36235
950,"Street Fighter Alpha: Generations","Movie",1,6.6,8906
7522,"Taichi Senjimon","TV",39,6.6,577
8109,"Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou","Movie",1,6.6,962
8965,"Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono","OVA",1,6.6,745
3570,"Yadosagashi","Special",1,6.6,1113
28155,"Yoru no Yatterman","TV",12,6.6,22662
23579,"12-sai.","OVA",8,6.59,6211
29863,"Anata wo Zutto Aishiteru","Movie",1,6.59,520
1789,"Argento Soma Special","Special",1,6.59,2508
9795,"Atashin&#039;chi Movie","Movie",1,6.59,260
25457,"Avengers Confidential: Black Widow to Punisher","Movie",1,6.59,1742
9857,"Bakusou Kyoudai Let&#039;s &amp; Go Special","Special",1,6.59,344
105,"Boys Be...","TV",13,6.59,15026
4383,"Catman Series III","TV",6,6.59,796
2836,"Chiisana Viking Vickie","TV",78,6.59,1452
2771,"Chou Kuse ni Narisou","TV",39,6.59,752
14989,"Chousoku Henkei Gyrozetter","TV",51,6.58,3183
7336,"Cyborg 009: Chou Ginga Densetsu","Movie",1,6.59,1003
2637,"Doraemon: It&#039;s Autumn!","Special",1,6.59,483
13139,"Gakkatsu!","TV",25,6.59,5208
3154,"Gatchaman","OVA",3,6.59,1407
16199,"Girls und Panzer: Shoukai Shimasu!","Special",2,6.59,11042
3776,"Go! Go! Itsutsugo Land","TV",50,6.59,393
30721,"Hacka Doll The Animation","TV",13,6.59,19502
20469,"Himeyuri","Movie",1,6.59,395
23121,"Jinsei","TV",13,6.59,40413
1456,"L/R: Licensed by Royal","TV",12,6.59,2388
31598,"Luger Code 1951","Special",1,6.59,14410
11221,"Machikado no Märchen","OVA",1,6.59,333
5164,"Macross 25th Anniversary: All That VF Macross Zero Version","ONA",1,6.59,2062
13231,"Metal Fight Beyblade Zero G","TV",38,6.59,3533
17637,"Miyakawa-ke no Kuufuku","ONA",10,6.59,12077
31121,"Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga","ONA",60,6.59,13801
2047,"Ningyo","Movie",1,6.59,2265
920,"Nurse Witch Komugi-chan Magikarte Special","Special",1,6.59,3397
7117,"Pika Don","Movie",1,6.59,392
21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Movie",1,6.59,2213
1854,"Rockman Hoshi ni Negai wo","OVA",3,6.59,1979
12929,"Saint Seiya Omega","TV",97,6.59,22684
562,"Sakura Taisen: Le Nouveau Paris","OVA",3,6.59,1608
27967,"Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku","OVA",1,6.59,6920
4524,"Shenmue: The Movie","Movie",1,6.59,682
171,"Strange Dawn","TV",13,6.59,1865
14647,"Tantei Opera Milky Holmes: Alternative","Special",2,6.59,3755
2718,"Umi no Triton","TV",27,6.59,709
21103,"Utopia","Music",1,6.59,3519
1746,"Zoids Fuzors","TV",26,6.59,7087
32301,"Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd","TV",12,6.58,10517
6093,"Anmitsu Hime","TV",51,6.58,407
1666,"Babel Nisei (1973)","TV",39,6.58,655
30573,"Break Blade: Virgins War","Special",1,6.58,1876
15605,"Brothers Conflict","TV",12,6.58,74069
7395,"Card Wang: Mix Master","TV",39,6.58,617
33240,"Chi&#039;s Sweet Home (2016)","TV",NA,6.57,3437
8375,"Chogattai Majutsu Robot Ginguiser","TV",26,6.58,409
7048,"Crush Gear Nitro","TV",50,6.58,700
9690,"Densetsu no Yuusha no Densetsu: Iris Report","Special",1,6.58,11765
6518,"Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?","Movie",1,6.58,312
1396,"Future GPX Cyber Formula: Early Days Renewal","OVA",2,6.58,338
8215,"Genji Tsuushin Agedama","TV",51,6.58,477
2073,"Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka","OVA",6,6.58,328
10491,"Higurashi no Naku Koro ni Kira","OVA",4,6.58,46712
1988,"Himawari!!","TV",13,6.58,7275
3873,"Honey Honey no Suteki na Bouken","TV",29,6.58,386
3099,"Juusenshi Gulkeeva","TV",26,6.58,855
6374,"Kagaku Ninja-tai Gatchaman II","TV",52,6.58,903
10202,"Kamen Rider Den-O: Imagin Anime 3","OVA",12,6.58,350
19685,"Kanojo ga Flag wo Oraretara","TV",13,6.58,74634
4760,"Kanokon Specials","Special",12,6.58,19232
3609,"Kikou Kantai Dairugger XV","TV",52,6.58,1121
6310,"Kinnikuman II Sei: Second Generations","Movie",1,6.58,459
7295,"Koi Tsubomi","Music",1,6.58,1242
3876,"Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou","TV",26,6.58,279
2045,"Mahou no Tenshi Creamy Mami: Eien no Once More","OVA",1,6.58,498
1879,"Midnight Eye: Gokuu","OVA",1,6.58,2670
9395,"Miyanishi Tatsuya Gekijou: Omae Umasou da na","TV",20,6.58,833
34475,"Monster Strike: Rain of Memories","ONA",1,6.58,313
4316,"Nanami-chan 3rd Series","TV",16,6.58,314
8496,"Neko Neko Fantasia","OVA",1,6.58,187
5938,"Onegai♪My Melody Kirara★","TV",52,6.58,741
683,"Otogi Story Tenshi no Shippo Specials","OVA",2,6.58,1270
6555,"Pokemon: Pikachu no Kirakira Daisousaku!","Special",1,6.58,3786
11853,"Pokemon: Pikachu no Summer Bridge Story","Special",1,6.57,2535
28511,"Precure All Stars Movie: Haru no Carnival♪","Movie",1,6.58,988
3757,"Sekai Meisaku Douwa: Aladdin to Mahou no Lamp","Movie",1,6.58,573
836,"Sister Princess","TV",26,6.58,14714
9421,"SMAnime","OVA",3,6.58,246
2726,"Sukeban Deka","OVA",2,6.58,1663
31608,"Teekyuu 4 Specials","Special",2,6.58,1977
8603,"Tegami: Haikei Juugo no Kimi e","Music",1,6.58,653
30218,"The iDOLM@STER Cinderella Girls: Special Program","Special",1,6.57,1802
5819,"Tori no Uta","OVA",1,6.58,2426
14173,"Upotte!! OVA","OVA",1,6.58,10076
19081,"Weekender Girl","Music",1,6.58,1174
9376,"Yamato Takeru: After War","OVA",2,6.58,243
5454,"Yokuwakaru Gendaimahou","TV",12,6.58,17422
10015,"Yu☆Gi☆Oh! Zexal","TV",73,6.58,22480
819,"Boku wa Imouto ni Koi wo Suru","OVA",1,6.57,26923
7176,"Cheburashka Arere?","TV",26,6.57,2482
2881,"Chinmoku no Kantai","OVA",3,6.57,924
8815,"Domo TV","TV",26,6.57,832
30907,"Eine Kleine","Music",1,6.57,261
22053,"Gakkou no Kaidan (OVA)","OVA",10,6.57,452
1600,"Galaxy Angel Rune","TV",13,6.57,3551
1159,"Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa","OVA",4,6.57,984
4242,"Ginga Reppuu Baxingar","TV",39,6.57,399
4597,"Kouya no Shounen Isamu","TV",52,6.57,319
8332,"Kudan","Movie",1,6.57,189
25283,"Kuusen Madoushi Kouhosei no Kyoukan","TV",12,6.57,81870
1039,"Mizuiro (2003)","OVA",2,6.57,2325
4933,"Muu no Hakugei","TV",26,6.57,344
20539,"Nameko-ke no Ichizoku","OVA",13,6.57,439
1163,"Neo Ranga","TV",48,6.57,5332
3194,"Ningyohime Marina no Bouken","TV",26,6.57,889
5844,"Pokemon: Pikachu no Obake Carnival","Special",1,6.57,3365
7550,"Pokemon: Pikachu Tanken Club","Special",1,6.57,3571
1527,"Pokemon: Senritsu no Mirage Pokemon","Special",1,6.57,13040
163,"Power Stone","TV",26,6.57,4308
417,"Ragnarök the Animation","TV",26,6.57,32711
7496,"Saiyuuki: Son Gokuu Monogatari","Movie",1,6.57,574
28861,"Takamiya Nasuno Desu!: Teekyuu Spin-off","TV",12,6.57,8213
6705,"Tayutayu: Pure My Heart","Special",6,6.57,4876
685,"To Heart: Remember My Memories","TV",13,6.57,5752
1981,"Twilight Q","OVA",2,6.57,2962
7377,"Winter Sonata Episode 0","Special",1,6.57,3300
943,"Yume Tsukai","TV",12,6.57,5719
599,"Yuugen Kaisha","OVA",4,6.57,2370
2702,"Bakukyuu Renpatsu! Super Bedaman","TV",18,6.56,592
6119,"Cookin&#039; Idol Ai! Mai! Main!","TV",305,6.56,956
9479,"Coppelion","TV",13,6.56,76291
16702,"Doraemon: Nobita to Mirai Note","OVA",1,6.56,271
7157,"Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete","Movie",1,6.56,575
5496,"Feng Yun Jue","Movie",1,6.56,1455
2809,"Fuusen Shoujo Temple-chan","TV",26,6.56,204
12497,"Garakuta-doori no Stain: Epilogue","OVA",1,6.56,181
34213,"Getsuyoubi no Tawawa","ONA",12,6.56,16663
18771,"Gifuu Doudou!!: Kanetsugu to Keiji","TV",25,6.56,5511
1570,"Happiness!","TV",12,6.56,24393
9333,"Koi☆Sento","OVA",1,6.56,4830
12429,"Last Exile: Ginyoku no Fam Recaps","Special",2,6.56,4621
1495,"Maetel Legend","OVA",2,6.56,1974
7601,"Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari","OVA",3,6.56,318
6492,"Minky Momo in Tabidachi no Eki","OVA",1,6.56,400
2367,"Moetan","TV",12,6.56,18432
3810,"Mori no Youki na Kobito-tachi: Belfy to Lillibit","TV",26,6.56,561
2503,"Nangoku Shounen Papuwa-kun","TV",42,6.56,407
23605,"Ninja Slayer From Animation","ONA",26,6.56,26062
3758,"Panda no Daibouken","Movie",1,6.56,300
2234,"Panda-Z: The Robonimation","TV",30,6.56,1358
10739,"Panty &amp; Stocking in Sanitarybox","Special",1,6.56,19669
21695,"Pokemon XY SP: Road to Kalos","Special",1,6.56,2865
29419,"Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special","Special",1,6.56,1358
14675,"Rinne no Lagrange: Kamogawa Memoria","Special",1,6.56,1787
8287,"SD Gundam Sangokuden Brave Battle Warriors","TV",51,6.56,2388
9202,"Seikon no Qwaser: Jotei no Shouzou","OVA",1,6.56,14605
23325,"Shirogane no Ishi: Argevollen","TV",24,6.56,30770
27891,"Sword Art Online II: Debriefing","Special",1,6.56,39092
4154,"Time Bokan Series: Yattodetaman","TV",52,6.56,1012
3075,"Tondera House no Daibouken","TV",52,6.56,630
10595,"VitaminX Addiction","OVA",3,6.56,1428
14283,"Vividred Operation","TV",12,6.56,45869
4991,"Wakakusa Monogatari","Special",1,6.56,373
19151,"Walkure Romanze","TV",12,6.56,56131
22249,"Yodaka no Hoshi","Movie",1,6.56,1082
5772,"Akaneiro ni Somaru Saka: Hardcore","Special",1,6.55,26925
6452,"Akuu Daisakusen Srungle","TV",53,6.55,518
3401,"Aru Tabibito no Nikki Specials","Special",3,6.55,5473
6629,"Asari-chan","TV",54,6.55,263
5070,"Beast Wars Second Chou Seimeitai Transformers","TV",43,6.55,1327
348,"Binzume Yousei","TV",13,6.55,12852
2142,"Blue Dragon","TV",51,6.55,22718
5238,"Chocolate Underground: Bokura no Chocolate Sensou","Movie",1,6.55,1432
2312,"Daishizen no Majuu: Bagi","Movie",1,6.55,1479
2252,"Devilman","TV",39,6.55,5532
21041,"Follow Me","Music",1,6.55,1165
382,"Futari Ecchi","OVA",4,6.55,19907
1537,"Genshi Shounen Ryuu","TV",22,6.55,731
1574,"Get Ride! AMDriver","TV",51,6.55,1061
27907,"Gundam Build Fighters Specials","Special",3,6.55,1795
13185,"Juusen Battle Monsuno","TV",52,6.55,2248
3683,"Kabatotto","TV",300,6.55,240
31566,"Ketsuekigata-kun! 3","TV",12,6.55,1317
32274,"Ketsuekigata-kun! 4","TV",12,6.55,1119
31534,"Larva","TV",26,6.57,139
9035,"Lupin the Third","Music",1,6.55,1484
13757,"Mashiro-iro Symphony: The Color of Lovers Picture Drama","Special",2,6.55,4743
888,"Megami Kouhosei","TV",12,6.55,14757
23399,"Minami no Shima no Dera-chan","Movie",1,6.55,7224
2740,"Monkey Turn","TV",25,6.55,586
761,"Naruto: Akaki Yotsuba no Clover wo Sagase","Special",1,6.55,47587
3535,"Neko Ramen","ONA",13,6.55,2059
4890,"Peut-etre Toi","Music",1,6.55,1532
31911,"Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu","ONA",2,6.55,624
19799,"Robot Girls Z","Special",3,6.55,12212
2237,"Rozen Maiden: Meitantei Kunkun - Duell Walzer","Special",1,6.55,13901
608,"Sakura Taisen: Katsudou Shashin","Movie",1,6.55,4010
1872,"Saru Getchu: On Air","TV",26,6.55,632
677,"Sentimental Journey","TV",12,6.55,1412
12441,"Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;","OVA",1,6.55,283
3864,"Souten no Ken Specials","Special",4,6.55,1122
817,"Tactical Roar","TV",13,6.55,6479
8966,"Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen","OVA",1,6.55,738
1900,"Twin Signal: Family Game","OVA",3,6.55,1026
1458,"Uchuu no Kishi Tekkaman","TV",26,6.55,1059
27387,"Under the Dog","OVA",1,6.55,29922
1607,"Venus Versus Virus","TV",12,6.55,20883
2535,"Angelique: Seichi yori Ai wo Komete","OVA",3,6.54,1946
5935,"Animation Kikou: Marco Polo no Bouken","TV",43,6.54,249
374,"Bannou Bunka Neko-Musume DASH!","OVA",12,6.54,3473
32502,"BlazBlue: Alter Memory Specials","Special",6,6.54,952
30143,"Bobobo-bo Bo-bobo Recap","Special",1,6.54,606
2915,"Chikyuu ga Ugoita Hi","Movie",1,6.54,744
12685,"Code Geass: Nunnally in Wonderland","OVA",1,6.54,37087
707,"Comic Party Specials","Special",4,6.54,2669
1677,"Cosmo Warrior Zero Gaiden","Special",2,6.54,1215
7158,"Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi","Movie",1,6.54,553
336,"Ginyuu Mokushiroku Meine Liebe","TV",13,6.54,9540
2071,"Hana yori Dango (Movie)","Movie",1,6.54,4576
13935,"Houkago Midnighters","Movie",1,6.54,847
3969,"Kagaku Kyuujo-tai TechnoVoyager","TV",18,6.54,377
3153,"Kagaku Ninja-tai Gatchaman (Movie)","Movie",1,6.54,694
30524,"Kagewani","TV",13,6.54,19225
32682,"Kagewani: Shou","TV",13,6.54,11052
3274,"Kinnikuman: Ooabare! Seigi Choujin","Movie",1,6.54,327
13159,"Kuromajo-san ga Tooru!!","TV",60,6.54,5677
2040,"Mahou no Angel Sweet Mint","TV",47,6.54,879
13239,"Mass Effect: Paragon Lost","Movie",1,6.54,5305
7981,"Obake no Q-tarou (1985)","TV",510,6.54,161
20931,"Oneechan ga Kita","TV",12,6.54,45457
7605,"Parasol Henbei","TV",200,6.54,229
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","OVA",1,6.54,14564
12611,"Sengoku Collection","TV",26,6.54,16287
17345,"Senran Kagura Specials","Special",6,6.54,8282
9799,"Shin-Men","TV",13,6.54,479
10849,"Shinryaku! Ika Musume: Ika Ice Tabena-ika?","Music",1,6.54,3600
15453,"Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!","Music",1,6.54,2162
1816,"Sonic X","TV",78,6.54,28296
4801,"Suhoyojeong Michel","TV",26,6.54,376
2428,"Tanpen Unico: Kuroi Kumo to Shiroi Hane","Movie",1,6.54,699
18063,"Tiger Mask Fuku Men League Sen","Movie",1,6.54,253
8949,"Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi","OVA",1,6.54,749
22537,"Yami Shibai 2nd Season","TV",13,6.54,17379
3778,"Yuukan Club","OVA",2,6.54,287
2534,"Angelique","OVA",3,6.53,3523
1598,"Casshern: Robot Hunter","OVA",4,6.53,4497
3114,"Chiisana Kyojin Microman","TV",52,6.53,411
10319,"Chou Dendou Robo Tetsujin 28-gou FX","TV",47,6.53,354
2064,"Gall Force: Chikyuu Shou","OVA",3,6.53,1098
17651,"Genei wo Kakeru Taiyou","TV",13,6.53,33528
2687,"Gokuu no Daibouken","TV",39,6.53,266
5131,"Groizer X","TV",36,6.53,298
7083,"Hakushaku to Yousei Specials","Special",6,6.53,5142
4511,"Hoero! Bun Bun","TV",39,6.53,284
4800,"Huckleberry Finn Monogatari","TV",26,6.53,665
1083,"Human Crossing","TV",13,6.53,1739
31338,"Hundred","TV",12,6.53,92396
3546,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo","Special",1,6.53,323
10207,"Lily to Kaeru to (Otouto)","Special",1,6.53,760
576,"Magikano","TV",13,6.53,22664
2277,"Mahou Yuugi 2D","ONA",24,6.53,1877
3875,"Mahoutsukai Sally 2","TV",88,6.53,720
4388,"Mazinger Z tai Dr. Hell","Movie",1,6.53,630
3147,"Me gumi no Daigo: Kajiba no Baka Yarou","Movie",1,6.53,490
20033,"Miss Monochrome: The Animation","TV",13,6.53,30403
16331,"Next A-Class","ONA",1,6.53,4394
33102,"Nijiiro Days: Houkago Special","Special",1,6.54,1985
2063,"Rhea Gall Force","OVA",1,6.53,1085
3444,"The Ultraman","TV",50,6.53,737
18061,"Tiger Mask (Movie)","Movie",1,6.53,243
5272,"Tondemo Nezumi Daikatsuyaku","Movie",1,6.53,252
30196,"Tsubasa to Hotaru (2015)","Special",4,6.53,1886
5917,"Tsuru ni Notte: Tomoko no Bouken","Movie",1,6.53,321
3691,"Watashi to Watashi: Futari no Lotte","TV",29,6.53,364
2806,"Yadamon","TV",170,6.53,373
4085,"Yonimo Osoroshii Grimm Douwa","OVA",3,6.53,683
7659,"Aisubeki Mirai e","Music",1,6.52,966
9737,"Appleseed XIII","OVA",13,6.52,9336
1270,"Black Magic M-66","OVA",1,6.52,5496
5539,"Blassreiter: Navi","Special",1,6.52,2914
5353,"Chameleon","OVA",6,6.52,666
2564,"Code-E","TV",12,6.52,12238
1221,"Demashita! Powerpuff Girls Z","TV",52,6.52,13624
28205,"Fastening Days","ONA",2,6.52,3076
2572,"Fushigi no Kuni no Alice","TV",52,6.52,1594
9390,"Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen","OVA",1,6.52,208
1905,"Harukanaru Toki no Naka de: Hachiyou Shou Specials","Special",8,6.52,1773
4756,"Hello Harinezumi: Satsui no Ryoubun","OVA",1,6.52,1213
359,"I&#039;ll/CKBC","OVA",2,6.52,3425
13137,"Itsuka Tenma no Kuro Usagi Special","Special",1,6.52,3251
22049,"Just Awake","Music",1,6.52,1057
32412,"Kigyou Senshi Arslan","ONA",6,6.51,2323
7571,"Kita e.: Diamond Dust Drops Special","Special",1,6.52,804
